!EXCLAMATION-POINT	ˌɛkskləmˈeɪʃənpˌɔɪnt
#HASH-MARK	hˈæmˌɑːrk
#POUND-SIGN	pˈaʊndsˌaɪn
#SHARP-SIGN	ʃˈɑːrpsˌaɪn
%PERCENT	pɝsˈɛnt
&AMPERSAND	ˈæmpɝsˌænd
ACCOUTREMENTS	əkˈuːtɝmənts
ACCRA	ˈɑːkrˌɑː
ACCREDIT	əkrˈɛdˌɪt
ACCREDITATION	əkrˌɛdətˈeɪʃən
ACCREDITATIONS	əkrˌɛdətˈeɪʃənz
ACCREDITED	əkrˈɛdɪtɪd
ACCREDITING	əkrˈɛdətɪŋ
ACCRETED	əkrˈiːtɪd
ACCRETION	əkrˈiːʃən
ACCRUAL	əkrˈuːəl
ACCRUALS	əkrˈuːəlz
ACCRUE	əkrˈuː
ACCRUED	əkrˈuːd
ACCRUES	əkrˈuːz
ACCRUING	əkrˈuːɪŋ
ACCU	ˈækjuː
ACCUHEALTH	ˈækjuːhˌɛlθ
ACCUMULATE	əkjˈuːmjəlˌeɪt
ACCUMULATED	əkjˈuːmjəlˌeɪtɪd
ACCUMULATES	əkjˈuːmjəlˌeɪts
ACCUMULATING	əkjˈuːmjəlˌeɪtɪŋ
ACCUMULATION	əkjˌuːmjəlˈeɪʃən
ACCUMULATIONS	əkjˌuːmjəlˈeɪʃənz
ACCUMULATIVE	əkjˈuːmjəlˌeɪtɪv
ACCUMULATIVELY	əkjˈuːmjəlˌeɪtɪvli
ACCUMULATIVELY(1)	əkjˈuːmjələtˌɪvli
ACCUMULATOR	əkjˈuːmjəlˌeɪtɝ
ACCUMULATORS	əkjˈuːmjəlˌeɪtɝz
ACCURACIES	ˈækjɝəsiːz
ACCURACY	ˈækjɝəsi
ACCURATE	ˈækjɝət
ACCURATELY	ˈækjɝətli
ACCURAY	ˈækjɝˌeɪ
ACCURAY'S	ˈækjɝˌeɪz
ACCURIDE	ˈækjɝˌaɪd
ACCURSED	ˌækˈɝːst
ACCURSO	ɑːkˈʊrsoʊ
ACCUSATION	ˌækjəzˈeɪʃən
ACCUSATION(1)	ˌækjuːzˈeɪʃən
ACCUSATIONS	ˌækjəzˈeɪʃənz
ACCUSATIONS(1)	ˌækjuːzˈeɪʃənz
ACCUSATIVE	əkjˈuːzətɪv
ACCUSATORY	əkjˈuːzətˌɔri
ACCUSE	əkjˈuːz
ACCUSED	əkjˈuːzd
ACCUSER	əkjˈuːzɝ
ACCUSERS	əkjˈuːzɝz
ACCUSES	əkjˈuːzɪz
ACCUSING	əkjˈuːzɪŋ
ACCUSINGLY	əkjˈuːzɪŋli
ACCUSTOM	əkˈʌstəm
ACCUSTOMED	əkˈʌstəmd
ACCUTANE	ˈækjuːtˌeɪn
ACE	ˈeɪs
ACECOMM	ˈeɪskɑːm
ACED	ˈeɪst
ACER	ˈeɪsɝ
ACERBIC	əsˈɛrbɪk
ACERO	əsˈɛroʊ
ACERO(1)	əsjˈɛroʊ
ACERO(2)	əθˈɛroʊ
ACERRA	əsˈɛrə
ACES	ˈeɪsɪz
ACETAMINOPHEN	əsˌiːtəmˈɪnəfən
ACETATE	ˈæsətˌeɪt
ACETIC	əsˈɛtɪk
ACETIC(1)	əsˈiːtɪk
ACETO	ɑːsˈɛtoʊ
ACETOCHLOR	ɑːsˈɛtoʊklˌɔr
ACETONE	ˈæsətˌoʊn
ACETOSYRINGONE	əsˌɛtoʊsˈɪrɪŋgɔn
ACETYLCHOLINE	əsˌɛtəlkˈoʊliːn
ACETYLCHOLINE(1)	əsˌiːtəlkˈoʊliːn
ACETYLENE	əsˈɛtəlˌiːn
ACEVEDO	æsəvˈeɪdoʊ
ACEVES	ɑːsˈeɪvɛs
ACEY	ˈeɪsi
ACHAEAN	ətʃˈiːən
ACHATZ	ˈækəts
ACHE	ˈeɪk
ACHEBE	ɑːtʃˈeɪbi
ACHED	ˈeɪkt
ACHEE	ətʃˈiː
ACHENBACH	ˈækɪnbɑːk
ACHENBAUM	ˈækənbˌaʊm
ACHENE	əkˈiːn
ACHENES	əkˈiːnz
ACHES	ˈeɪks
ACHESON	ˈætʃəsən
ACHESON'S	ˈætʃəsənz
ACHESONS	ˈætʃəsənz
ACHEY	ˈætʃi
ACHIEVA	ətʃˈiːvə
ACHIEVABLE	ətʃˈiːvəbəl
ACHIEVE	ətʃˈiːv
ACHIEVED	ətʃˈiːvd
ACHIEVEMENT	ətʃˈiːvmənt
ACHIEVEMENTS	ətʃˈiːvmənts
ACHIEVER	ətʃˈiːvɝ
ACHIEVERS	ətʃˈiːvɝz
ACHIEVES	ətʃˈiːvz
ACHIEVING	ətʃˈiːvɪŋ
ACHILLE	əkˈɪli
ACHILLES	əkˈɪliːz
ACHILLES'	əkˈɪliːz
ACHING	ˈeɪkɪŋ
ACHINGLY	ˈeɪkɪŋli
ACHMED	ˈɑːhmɛd
ACHOA	ətʃˈoʊə
ACHOA'S	ətʃˈoʊəz
ACHOO	ˌɑːtʃˈuː
ACHOR	ˈeɪkɝ
ACHORD	ˈækɔrd
ACHORN	ˈækɝn
ACHTENBERG	ˈæktɛnbɝg
ACHTERBERG	ˈæktɝbɝg
ACHY	ˈeɪki
ACID	ˈæsɪd
ACIDIC	əsˈɪdɪk
ACIDIFICATION	əsˌɪdəfəkˈeɪʃən
ACIDIFIED	əsˈɪdəfˌaɪd
ACIDIFIES	əsˈɪdəfˌaɪz
ACIDIFY	əsˈɪdəfˌaɪ
ACIDITY	əsˈɪdəti
ACIDLY	ˈæsɪdli
ACIDOSIS	ˌæsɪdˈoʊsəs
ACIDS	ˈæsɪdz
ACIDURIA	ˌæsɪdˈʊriːə
ACIERNO	ɑːsˈɪrnoʊ
ACK	ˈæk
ACKER	ˈækɝ
ACKER'S	ˈækɝz
ACKERLEY	ˈækɝli
ACKERLY	ˈækɝli
ACKERMAN	ˈækɝmən
ACKERMANN	ˈækɝmən
ACKERMANVILLE	ˈækɝmənvɪl
ACKERSON	ˈækɝsən
ACKERT	ˈækɝt
ACKHOUSE	ˈækhˌaʊs
ACKLAND	ˈæklənd
ACKLES	ˈækəlz
ACKLEY	ˈækli
ACKLIN	ˈæklɪn
ACKMAN	ˈækmən
ACKNOWLEDGE	æknˈɑːlɪdʒ
ACKNOWLEDGEABLE	æknˈɑːlɪdʒəbəl
ACKNOWLEDGED	æknˈɑːlɪdʒd
ACKNOWLEDGEMENT	æknˈɑːlɪdʒmənt
ACKNOWLEDGEMENTS	æknˈɑːlɪdʒmənts
ACKNOWLEDGES	æknˈɑːlɪdʒɪz
ACKNOWLEDGING	æknˈɑːlɪdʒɪŋ
ACKNOWLEDGMENT	æknˈɑːlɪdʒmənt
ACKNOWLEDGMENTS	æknˈɑːlɪdʒmənts
ACKROYD	ˈækrˌɔɪd
ACKROYD'S	ˈækrˌɔɪdz
ACM	ˌeɪsˌiːˈɛm
ACMAT	ˈækmæt
ACMAT'S	ˈækmæts
ACME	ˈækmi
ACME'S	ˈækmiːz
ACNE	ˈækni
ACOCELLA	ɑːkoʊtʃˈɛlə
ACOFF	ˈækɔf
ACOG	əkˈɔg
ACOLYTE	ˈækəlˌaɪt
ACOLYTES	ˈækəlˌaɪts
ACORD	əkˈɔrd
ACORDIA	əkˈɔrdiːə
ACORN	ˈeɪkɔrn
ACORN'S	ˈeɪkɔrnz
ACORNS	ˈeɪkɔrnz
ACOSTA	əkˈɔstə
ACOTT	ˈeɪkɔt
ACOUSTIC	əkˈuːstɪk
ACOUSTICAL	əkˈuːstɪkəl
ACOUSTICALLY	əkˈuːstɪkli
ACOUSTICS	əkˈuːstɪks
ACQUAINT	əkwˈeɪnt
ACQUAINTANCE	əkwˈeɪntəns
ACQUAINTANCES	əkwˈeɪntənsɪz
ACQUAINTANCESHIP	əkwˈeɪntənsʃɪp
ACQUAINTED	əkwˈeɪntɪd
ACQUAINTED(1)	əkwˈeɪnɪd
ACQUAVIVA	ɑːkwɑːvˈiːvə
ACQUIESCE	ˌækwiːˈɛs
ACQUIESCED	ˌækwiːˈɛst
ACQUIESCENCE	ˌækwiːˈɛsəns
ACQUIESCENT	ˌækwiːˈɛsənt
ACQUIESCING	ˌækwiːˈɛsɪŋ
ACQUIRE	əkwˈaɪɝ
ACQUIRED	əkwˈaɪɝd
ACQUIRER	əkwˈaɪɝɝ
ACQUIRER'S	əkwˈaɪɝɝz
ACQUIRERS	əkwˈaɪɝɝz
ACQUIRES	əkwˈaɪɝz
ACQUIRING	əkwˈaɪrɪŋ
ACQUIRING(1)	əkwˈaɪɝɪŋ
ACQUISITION	ˌækwəzˈɪʃən
ACQUISITION'S	ˌækwəzˈɪʃənz
ACQUISITIONS	ˌækwəzˈɪʃənz
ACQUISITIVE	əkwˈɪzətɪv
ACQUIT	əkwˈɪt
ACQUITAINE	ˈækwɪtˌeɪn
ACQUITS	əkwˈɪts
ACQUITTAL	əkwˈɪtəl
ACQUITTALS	əkwˈɪtəlz
ACQUITTED	əkwˈɪtɪd
ACQUITTING	əkwˈɪtɪŋ
ACRE	ˈeɪkɝ
ACREAGE	ˈeɪkərɪdʒ
ACREAGE(1)	ˈeɪkrɪdʒ
ACREE	əkrˈiː
ACRES	ˈeɪkɝz
ACREY	ˈækri
ACRI	ˈɑːkri
ACRID	ˈækrɪd
ACRIMONIOUS	ˌækrəmˈoʊniːəs
ACRIMONY	ˈækrɪmˌoʊni
ACRO	ˈækroʊ
ACROBAT	ˈækrəbˌæt
ACROBATIC	ˌækrəbˈætɪk
ACROBATICS	ˌækrəbˈætɪks
ACROBATS	ˈækrəbˌæts
ACROLEIN	ˈækroʊlˌiːn
ACRONYM	ˈækrənɪm
ACRONYMS	ˈækrənɪmz
ACROPOLIS	əkrˈɑːpələs
ACROSS	əkrˈɔs
ACRYLIC	əkrˈɪlɪk
ACRYLICS	əkrˈɪlɪks
ACT	ˈækt
ACT'S	ˈækts
ACTA	ˈæktɑː
ACTAVA	ˌæktˈɑːvə
ACTAVA'S	ˌæktˈɑːvəz
ACTAVAS	ˌæktˈɑːvəz
ACTED	ˈæktɪd
ACTEL	ˈæktɛl
ACTIGALL	ˈæktɪgɔl
ACTIN	ˈæktən
ACTING	ˈæktɪŋ
ACTINIDE	ˈæktɪnˌaɪd
ACTINIDIA	ˌæktɪnˈɪdiːə
ACTINOMYCOSIS	ˌæktˌɪnoʊmˌaɪkˈoʊsɪs
ACTION	ˈækʃən
ACTION'S	ˈækʃənz
ACTIONABLE	ˈækʃənəbəl
ACTIONS	ˈækʃənz
ACTIVASE	ˈæktɪvˌeɪz
ACTIVATE	ˈæktəvˌeɪt
ACTIVATED	ˈæktɪvˌeɪtɪd
ACTIVATES	ˈæktəvˌeɪts
ACTIVATING	ˈæktəvˌeɪtɪŋ
ACTIVATION	ˌæktəvˈeɪʃən
ACTIVATOR	ˈæktəvˌeɪtɝ
ACTIVE	ˈæktɪv
ACTIVE'S	ˈæktɪvz
ACTIVELY	ˈæktɪvli
ACTIVES	ˈæktɪvz
ACTIVISION	ˈæktɪvˌɪʒən
ACTIVISM	ˈæktɪvˌɪzəm
ACTIVIST	ˈæktɪvɪst
ACTIVISTS	ˈæktɪvɪsts
ACTIVISTS'	ˈæktɪvɪsts
ACTIVITIES	æktˈɪvɪtiːz
ACTIVITY	æktˈɪvɪti
ACTMEDIA	æktmˈiːdiːə
ACTODINE	ˈæktoʊdˌaɪn
ACTON	ˈæktən
ACTOR	ˈæktɝ
ACTOR'S	ˈæktɝz
ACTORS	ˈæktɝz
ACTORS'	ˈæktɝz
ACTRESS	ˈæktrəs
ACTRESS'S	ˈæktrəsɪz
ACTRESSES	ˈæktrəsɪz
ACTS	ˈækts
ACTS(1)	ˈæks
ACTUAL	ˈæktʃəwəl
ACTUAL(1)	ˈækʃəl
ACTUALITY	ˌæktʃuːˈælətˌiː
ACTUALIZE	ˈæktʃˌuːəlˌaɪz
ACTUALLY	ˈæktʃˌuːəli
ACTUALLY(1)	ˈæktʃli
ACTUALLY(2)	ˈækʃəli
ACTUARIAL	ˌæktʃˌuːˈɛriːəl
ACTUARIES	ˈæktʃˌuːˈɛrˌiːz
ACTUARY	ˈæktʃuːˈɛrˌiː
ACTUATE	ˈæktʃˌuːˈeɪt
ACTUATOR	ˈæktjuːˌeɪtɝ
ACTUATOR(1)	ˈæktʃuːˌeɪtɝ
ACTUATORS	ˈæktjuːˌeɪtɝz
ACTUATORS(1)	ˈæktʃuːˌeɪtɝz
ACTUS	ˈæktəs
ACUFF	əkˈʌf
ACUITY	əkjˈuːəti
ACUMEN	əkjˈuːmən
ACUNA	ɑːkˈuːnə
ACUPUNCTURE	ˈækjuːpˌəŋktʃɝ
ACURA	ˈækjɝə
ACURA'S	ˈækjɝəz
ACURAS	ˈækjɝəz
ACUSON	ˌækjˈuːsən
ACUSTAR	ˈækjuːstˌɑːr
ACUSYST	ˈækjuːsɪst
ACUTE	əkjˈuːt
ACUTELY	əkjˈuːtli
ACUTENESS	əkjˈuːtnəs
ACYCLOVIR	əsˈɪkloʊvˌɪr
AD	ˈæd
AD'S	ˈædz
AD-HOC	ˈædhˈɑːk
AD-LIB	ˈædlˈɪb
AD-NAUSEAM	ˈædnˈɔziːɑːm
AD-NAUSEUM	ˈædnˈɔziːəm
ADA	ˈeɪdə
ADA'S	ˈeɪdəz
ADABEL	ˈædəbɛl
ADABELLE	ˈædəbəl
ADACHI	ɑːdˈɑːki
ADAGE	ˈædədʒ
ADAGIO	ədˈɑːʒiːˌoʊ
ADAH	ˈædɑː
ADAIR	ədˈɛr
ADAIRE	ɑːdˈɛr
ADAK	ədˈæk
ADALAH	ɑːdˈɑːlə
ADALIA	ɑːdˈɑːliːə
ADAM	ˈædəm
ADAM'S	ˈædəmz
ADAMANT	ˈædəmənt
ADAMANTLY	ˈædəməntli
ADAMCIK	ˈɑːdəmtʃɪk
ADAMCZAK	ˈɑːdəmtʃæk
ADAMCZYK	ˈɑːdəmtʃɪk
ADAME	ɑːdˈɑːmi
ADAMEC	ədˈɑːmɛk
ADAMEK	ədˈɑːmɛk
ADAMES	ədˈeɪmz
ADAMI	ɑːdˈɑːmi
ADAMIK	ədˈɑːmɪk
ADAMINA	ɑːdɑːmˈiːnə
ADAMKUS	ˈædəmkəs
ADAMO	ɑːdˈɑːmoʊ
ADAMOWICZ	ədˈɑːməvɪtʃ
ADAMS	ˈædəmz
ADAMS'	ˈædəmz
ADAMS'S	ˈædəmzɪz
ADAMSKI	ədˈæmskˌiː
ADAMSON	ˈædəmsən
ADAMSTOWN	ˈædəmstˌaʊn
ADAN	ˈeɪdən
ADAPSO	ədˈæpsoʊ
ADAPT	ədˈæpt
ADAPTABILITY	ədˌæptəbˈɪləti
ADAPTABLE	ədˈæptəbəl
ADAPTAPLEX	ədˈæptəplˌɛks
ADAPTATION	ˌædəptˈeɪʃən
ADAPTATIONS	ˌædæptˈeɪʃənz
ADAPTATIONS(1)	ˌædəptˈeɪʃənz
ADAPTEC	ədˈæptˌɛk
ADAPTEC'S	ədˈæptˌɛks
ADAPTED	ədˈæptɪd
ADAPTER	ədˈæptɝ
ADAPTERS	ədˈæptɝz
ADAPTING	ədˈæptɪŋ
ADAPTIVE	ədˈæptɪv
ADAPTOR	ədˈæptɝ
ADAPTORS	ədˈæptɝz
ADAPTS	ədˈæpts
ADAR	ədˈɑːr
ADARAND	ˈædərˌænd
ADAS	ˈeɪdəz
ADAY	ədˈeɪ
ADAZA	ədˈɑːzə
ADCOCK	ədkˈɑːk
ADCOX	ədkˈɑːks
ADD	ˈæd
ADDAIR	ədˈɛr
ADDAMS	ˈædəmz
ADDED	ˈædɪd
ADDENDUM	ədˈɛndəm
ADDENDUMS	ədˈɛndəmz
ADDEO	ˈɑːdiːoʊ
ADDER	ˈædɝ
ADDERLEY	ədˈɝːli
ADDICKS	ˈædɪks
ADDICT	ədˈɪkt
ADDICT(1)	ˈædˌɪkt
ADDICTED	ədˈɪktɪd
ADDICTING	ədˈɪktɪŋ
ADDICTION	ədˈɪkʃən
ADDICTIONS	ədˈɪkʃənz
ADDICTIVE	ədˈɪktɪv
ADDICTS	ədˈɪkts
ADDICTS(1)	ˈædˌɪkts
ADDIDAS	ədˈiːdəs
ADDIDAS'	ədˈiːdəs
ADDIDAS'S	ədˈiːdəsɪz
ADDIDASES	ədˈiːdəsɪz
ADDIE	ˈædi
ADDING	ˈædɪŋ
ADDINGTON	ˈædɪŋtən
ADDIS	ˈɑːdɪs
ADDIS-ABABA	ˈɑːdɪsəbˈɑːbɑː
ADDIS-ABABA(1)	ˈɑːdiːsəbˈɑːbɑː
ADDISON	ˈædɪsən
ADDISON'S	ˈædɪsənz
ADDITION	ədˈɪʃən
ADDITIONAL	ədˈɪʃənəl
ADDITIONALLY	ədˈɪʃənˌəli
ADDITIONS	ədˈɪʃənz
ADDITIVE	ˈædɪtɪv
ADDITIVES	ˈædɪtɪvz
ADDLE	ˈædəl
ADDLED	ˈædəld
ADDLEMAN	ˈædəlmən
ADDRESS	ˈædrˌɛs
ADDRESS(1)	ædrˈɛs
ADDRESSABLE	ædrˈɛsəbəl
ADDRESSED	ədrˈɛst
ADDRESSEE	ˌædrɛsˈiː
ADDRESSES	ˈædrˈɛsɪz
ADDRESSES(1)	ædrˈɛsɪz
ADDRESSING	ædrˈɛsɪŋ
ADDS	ˈædz
ADDUCI	ɑːdˈuːtʃi
ADDUCT	ˈædəkt
ADDWEST	ˌædwˈɛst
ADDY	ˈædi
ADDYSTON	ˈædiːstən
ADE	ˈeɪd
ADEE	ədˈiː
ADEL	ədˈɛl
ADELA	ədˈɛlə
ADELAAR	ˈædəlˌɑːr
ADELAIDE	ˈædəlˌeɪd
ADELANTO	ædəlˈɑːntoʊ
ADELBERT	ədˈɛlbɝt
ADELE	ədˈɛl
ADELE'S	ədˈɛlz
ADELINE	ˈædəlˌaɪn
ADELIZZI	ˌædəlˈiːzi
ADELL	ədˈɛl
ADELL'S	ədˈɛlz
ADELLE	ədˈɛl
ADELMAN	ˈædəlmən
ADELMAN(1)	ˈɛdəlmən
ADELMANN	ˈædəlmən
ADELPHA	ədˈɛlfə
ADELPHI	ədˈɛlfi
ADELPHIA	ədˈɛlfiːə
ADELPHIA'S	ədˈɛlfiːəz
ADELSBERGER	ˈædɪlzbɝgɝ
ADELSON	ˈædəlsən
ADELSTEIN	ˈædəlstaɪn
ADELSTEIN(1)	ˈædəlstiːn
ADEN	ˈeɪdən
ADENA	ˈædɪnə
ADENAUER	ˈeɪdənˌaʊr
ADENAUER(1)	ˈædənˌaʊr
ADENINE	ˈædənˌiːn
ADENOID	ˈædənˌɔɪd
ADENOIDS	ˈædənˌɔɪdz
ADENOSCAN	ədˈɛnəskˌæn
ADENOSINE	ədˈɛnəsˌiːn
ADENOVIRUS	ədˈɛnəvˌaɪrəs
ADEPT	ədˈɛpt
ADEQUACY	ˈædəkwəsi
ADEQUATE	ˈædəkwət
ADEQUATE(1)	ˈædəkwˌeɪt
ADEQUATELY	ˈædəkwɪtli
ADER	ˈeɪdɝ
ADERHOLD	ˈædɝhoʊld
ADERHOLT	ˈædɝhoʊlt
ADERMAN	ˈædɝmən
ADES	ˈeɪdz
ADEY	ˈeɪdi
ADGER	ˈædʒɝ
ADHAM	ˈædhæm
ADHD	ˌeɪdˌiːˌeɪtʃdˈiː
ADHERE	ədhˈɪr
ADHERED	ædhˈɪrd
ADHERENCE	ədhˈɪrəns
ADHERENT	ədhˈɪrənt
ADHERENTS	ædhˈɪrənts
ADHERES	ədhˈɪrz
ADHERING	ədhˈɪrɪŋ
ADHESION	ædhˈiːʒən
ADHESIVE	ædhˈiːsɪv
ADHESIVE(1)	ədhˈiːsɪv
ADHESIVES	ædhˈiːsɪvz
ADHESIVES(1)	ədhˈiːsɪvz
ADIA	ˈɑːdiːə
ADID	ədˈɪd
ADIDAS	ədˈiːdəs
ADIDAS'S	ədˈiːdəsɪz
ADIEU	ədˈuː
ADIN	ədˈɪn
ADINA	ɑːdˈiːnə
ADINE	ɑːdˈiːni
ADINOLFI	ɑːdiːnˈoʊlfi
ADIOS	ˌɑːdiːˈoʊs
ADIPOSE	ˈædəpˌoʊs
ADIRONDACK	ˌædɝˈɑːndæk
ADISQ	ədˈɪsk
ADISQ(1)	ˈeɪdɪsk
ADJACENT	ədʒˈeɪsənt
ADJANI	æddʒˈɑːni
ADJECTIVE	ˈædʒɪktɪv
ADJECTIVES	ˈædʒɪktɪvz
ADJOIN	ədʒˈɔɪn
ADJOINING	ədʒˈɔɪnɪŋ
ADJOINS	ədʒˈɔɪnz
ADJOURN	ədʒˈɝːn
ADJOURNED	ədʒˈɝːnd
ADJOURNING	ədʒˈɝːnɪŋ
ADJOURNMENT	ədʒˈɝːnmənt
ADJOURNS	ədʒˈɝːnz
ADJUDGE	ədʒˈʌdʒ
ADJUDGED	ədʒˈʌdʒd
ADJUDICATE	ədʒˈuːdɪkˌeɪt
ADJUDICATED	ədʒˈuːdəkˌeɪtɪd
ADJUDICATING	ədʒˈuːdɪkˌeɪtɪŋ
ADJUDICATION	ədʒˌuːdəkˈeɪʃən
ADJUNCT	ˈædʒˌəŋkt
ADJUNCTS	ˈædʒˌəŋkts
ADJUST	ədʒˈʌst
ADJUSTABLE	ədʒˈʌstəbəl
ADJUSTABLES	ədʒˈʌstəbəlz
ADJUSTED	ədʒˈʌstɪd
ADJUSTER	ədʒˈʌstɝ
ADJUSTERS	ədʒˈʌstɝz
ADJUSTING	ədʒˈʌstɪŋ
ADJUSTMENT	ədʒˈʌstmənt
ADJUSTMENTS	ədʒˈʌstmənts
ADJUSTS	ədʒˈʌsts
ADJUTANT	ˈædʒətənt
ADKINS	ˈædkɪnz
ADKINSON	ˈædkɪnsən
ADKISON	ˈædkɪsən
ADKISSON	ˈædkɪsən
ADL-TABATABA	ˌɑːdəltˌɑːbətˈɑːbə
ADL-TABATABAI	ˌɑːdəltˌɑːbətˌəbˈaɪ
ADLAI	ɑːdlˈɑːi
ADLER	ˈædlɝ
ADLER'S	ˈædlɝz
ADLERS	ˈædlɝz
ADLEY	ˈædli
ADLON	ˈædlɑːn
ADLONG	ˈædlɔŋ
ADMAN	ˈædmən
ADMEN	ˈædmən
ADMIN	ˈædmɪn
ADMINISTER	ədmˈɪnɪstɝ
ADMINISTERED	ədmˈɪnɪstɝd
ADMINISTERING	ædmˈɪnɪstˌɝːɪŋ
ADMINISTERS	ædmˈɪnɪstɝz
ADMINISTRATE	ædmˈɪnɪstrˌeɪt
ADMINISTRATING	ədmˈɪnɪstrˌeɪtɪŋ
ADMINISTRATION	ædmˌɪnɪstrˈeɪʃən
ADMINISTRATION'S	ædmˌɪnɪstrˈeɪʃənz
ADMINISTRATIONS	ædmˌɪnɪstrˈeɪʃənz
ADMINISTRATIONS'	ædmˌɪnɪstrˈeɪʃənz
ADMINISTRATIVE	ədmˈɪnɪstrˌeɪtɪv
ADMINISTRATIVELY	ædmˌɪnɪstrˈeɪtɪvli
ADMINISTRATOR	ədmˈɪnɪstrˌeɪtɝ
ADMINISTRATOR'S	ædmˈɪnɪstrˌeɪtɝz
ADMINISTRATORS	ædmˈɪnɪstrˌeɪtɝz
ADMINISTRATORS'	ædmˈɪnɪstrˌeɪtɝz
ADMINS	ˈædmɪnz
ADMIRA	ædmˈaɪrə
ADMIRA'S	ædmˈaɪrəz
ADMIRABLE	ˈædmɝəbəl
ADMIRABLE(1)	ˈædmrəbəl
ADMIRABLY	ˈædmɝəbli
ADMIRAL	ˈædmɝəl
ADMIRAL'S	ˈædmɝəlz
ADMIRALS	ˈædmɝəlz
ADMIRALTY	ˈædmɝəlti
ADMIRATION	ˌædmɝˈeɪʃən
ADMIRATIONS	ˌædmɝˈeɪʃənz
ADMIRE	ædmˈaɪr
ADMIRED	ədmˈaɪɝd
ADMIRER	ædmˈaɪrɝ
ADMIRERS	ədmˈaɪrɝz
ADMIRES	ædmˈaɪrz
ADMIRING	ædmˈaɪrɪŋ
ADMIRINGLY	ædmˈaɪrɪŋli
ADMISSIBILITY	ədmˌɪsəbˈɪləti
ADMISSIBLE	ədmˈɪsəbəl
ADMISSION	ædmˈɪʃən
ADMISSION(1)	ədmˈɪʃən
ADMISSIONS	ædmˈɪʃənz
ADMISSIONS(1)	ədmˈɪʃənz
ADMIT	ədmˈɪt
ADMITS	ədmˈɪts
ADMITTANCE	ədmˈɪtəns
ADMITTED	ədmˈɪtɪd
ADMITTEDLY	ædmˈɪtɪdli
ADMITTING	ædmˈɪtɪŋ
ADMITTING(1)	ədmˈɪtɪŋ
ADMONISH	ædmˈɑːnɪʃ
ADMONISHED	ədmˈɑːnɪʃt
ADMONISHES	ædmˈɑːnɪʃɪz
ADMONISHING	ædmˈɑːnɪʃɪŋ
ADMONISHMENT	ædmˈɑːnɪʃmɛnt
ADMONITION	ˌædmənˈɪʃən
ADMONITIONS	ˌædmənˈɪʃənz
ADMONITORY	ˌædmˈɔnɪtˌɔri
ADNAN	ˈædnən
ADNEY	ˈædni
ADO	ədˈuː
ADOBE	ədˈoʊbi
ADOBE'S	ədˈoʊbiːz
ADOLESCENCE	ˌædəlˈɛsəns
ADOLESCENCE(1)	ˌædoʊlˈɛsəns
ADOLESCENT	ˌædəlˈɛsənt
ADOLESCENT(1)	ˌædoʊlˈɛsənt
ADOLESCENTS	ˌædəlˈɛsənts
ADOLESCENTS(1)	ˌædoʊlˈɛsənts
ADOLF	ˈeɪdɑːlf
ADOLF'S	ˈeɪdɑːlfs
ADOLFO	ədˈɑːlfˌoʊ
ADOLPH	ˈeɪdɔlf
ADOLPHA	ɑːdˈoʊlfə
ADOLPHSON	ˈædoʊlfsən
ADOLPHUS	ədˈɔlfəs
ADON	ɑːdˈɔn
ADONIA	ɑːdˈoʊniːə
ADONIS	ədˈɑːnəs
ADOPT	ədˈɑːpt
ADOPTABLE	ədˈɑːptəbəl
ADOPTED	ədˈɑːptɪd
ADOPTEE	ədˈɑːptˈiː
ADOPTEES	ədˈɑːptˈiːz
ADOPTER	ədˈɑːptɝ
ADOPTERS	ədˈɑːptɝz
ADOPTING	ədˈɑːptɪŋ
ADOPTION	ədˈɑːpʃən
ADOPTIONS	ədˈɑːpʃənz
ADOPTIVE	ədˈɑːptɪv
ADOPTS	ədˈɑːpts
ADOR	ɑːdˈɔr
ADORA	ɑːdˈɔrə
ADORABELLE	ˈædɝəbəl
ADORABLE	ədˈɔrəbəl
ADORATION	ˌædɝˈeɪʃən
ADORE	ədˈɔr
ADORED	ədˈɔrd
ADOREE	ædɝˈiː
ADOREES	ædɝˈiːz
ADORES	ədˈɔrz
ADORING	ədˈɔrɪŋ
ADORN	ədˈɔrn
ADORNA	ɑːdˈɔrnə
ADORNED	ədˈɔrnd
ADORNING	ədˈɔrnɪŋ
ADORNMENT	ədˈɔrnmənt
ADORNO	ɑːdˈɔrnoʊ
ADORNS	ədˈɔrnz
ADRA	ˈeɪdrə
ADRAGNA	ɑːdrˈɑːgnə
ADRDA	ˈeɪdɝdə
ADREA	ˈɑːdriːə
ADRENAL	ədrˈiːnəl
ADRENALIN	ədrˈɛnəlɪn
ADRENALINE	ədrˈɛnələn
ADRENERGIC	ədrɛnˈɛrdʒɪk
ADRIA	ˈɑːdriːə
ADRIAN	ˈeɪdriːən
ADRIANA	ˌeɪdriːˈænə
ADRIANCE	ɑːdrˈiːəns
ADRIANO	ɑːdriːˈɑːnoʊ
ADRIATIC	ˌeɪdriːˈætɪk
ADRIEL	ədrˈiːl
ADRIENNE	ɑːdriːˈɛn
ADRIFT	ədrˈɪft
ADROIT	ədrˈɔɪt
ADROITLY	ədrˈɔɪtli
ADS	ˈædz
ADS'	ˈædz
ADSIT	ˈædsɪt
ADSL	ˌeɪdˌiːˌɛsˈɛl
ADSORPTION	ədsˈɔrpʃən
ADSS	ˈæds
